Field change time,Message,Device,Availability Period
2025-01-31 12:47:20.075,Remote unit state changed from Initializing to Connecting.,S1-VSP-0024,ม.ค. 2025
2025-01-31 12:47:19.376,Remote unit state changed from Initializing to Connecting.,S1-VSP-0029,ม.ค. 2025
2025-01-31 12:47:19.372,Remote unit state changed from Online to Connecting.,S1-VSP-0021,ม.ค. 2025
2025-01-31 12:47:15.565,Remote unit state changed from Connecting to Initializing.,S1-VSP-0025,ม.ค. 2025
2025-01-31 12:47:15.056,Remote unit state changed from Connecting to Initializing.,S1-VSP-0024,ม.ค. 2025
2025-01-31 12:47:14.933,Remote unit state changed from Initializing to Online.,S1-VSP-0021,ม.ค. 2025
2025-01-31 12:47:14.912,Remote unit state changed from Initializing to Online.,S1-VSP-0028,ม.ค. 2025
2025-01-31 12:47:14.717,Remote unit state changed from Connecting to Initializing.,S1-VSP-0027,ม.ค. 2025
2025-01-31 12:47:14.701,Remote unit state changed from Connecting to Initializing.,S1-VSP-0029,ม.ค. 2025
2025-01-31 12:47:11.911,Remote unit state changed from Connecting to Initializing.,S1-VSP-0020,ม.ค. 2025
2025-01-31 12:47:11.847,Remote unit state changed from Initializing to Online.,S1-VSP-0023,ม.ค. 2025
2025-01-31 12:47:11.832,Remote unit state changed from Connecting to Initializing.,S1-VSP-0021,ม.ค. 2025
2025-01-31 12:47:10.869,Remote unit state changed from Connecting to Initializing.,S1-VSP-0023,ม.ค. 2025
2025-01-31 12:47:09.986,Remote unit state changed from Initializing to Connecting.,S1-VSP-0025,ม.ค. 2025
2025-01-31 12:47:09.917,Remote unit state changed from Initializing to Connecting.,S1-VSP-0020,ม.ค. 2025
2025-01-31 12:47:06.811,Remote unit state changed from Initializing to Connecting.,S1-VSP-0023,ม.ค. 2025
2025-01-31 12:47:06.797,Remote unit state changed from Online to Connecting.,S1-VSP-0022,ม.ค. 2025
2025-01-31 12:47:04.843,Remote unit state changed from Connecting to Initializing.,S1-VSP-0020,ม.ค. 2025
2025-01-31 12:47:02.826,Remote unit state changed from Initializing to Online.,S1-VSP-0022,ม.ค. 2025
2025-01-31 12:47:02.764,Remote unit state changed from Initializing to Online.,S1-VSP-0026,ม.ค. 2025
2025-01-31 12:47:01.830,Remote unit state changed from Connecting to Initializing.,S1-VSP-0028,ม.ค. 2025
2025-01-31 12:47:01.821,Remote unit state changed from Online to Connecting.,S1-VSP-0020,ม.ค. 2025
2025-01-31 12:47:01.700,Remote unit state changed from Connecting to Initializing.,S1-VSP-0022,ม.ค. 2025
2025-01-31 12:47:00.762,Remote unit state changed from Connecting to Initializing.,S1-VSP-0023,ม.ค. 2025
2025-01-31 12:47:00.687,Remote unit state changed from Connecting to Initializing.,S1-VSP-0026,ม.ค. 2025
2025-01-31 12:46:58.770,Remote unit state changed from Initializing to Connecting.,S1-VSP-0022,ม.ค. 2025
2025-01-31 12:46:57.653,Remote unit state changed from Online to Connecting.,S1-VSP-0026,ม.ค. 2025
2025-01-31 12:46:47.532,Remote unit state changed from Initializing to Connecting.,S1-VSP-0028,ม.ค. 2025
2025-01-31 12:46:47.530,Remote unit state changed from Online to Connecting.,S1-VSP-0021,ม.ค. 2025
2025-01-31 12:46:44.448,Remote unit state changed from Online to Connecting.,S1-VSP-0024,ม.ค. 2025
2025-01-31 12:46:43.384,Remote unit state changed from Initializing to Connecting.,S1-VSP-0027,ม.ค. 2025
2025-01-31 12:46:43.361,Remote unit state changed from Online to Connecting.,S1-VSP-0029,ม.ค. 2025
2025-01-31 12:46:38.409,Remote unit state changed from Initializing to Online.,S1-VSP-0029,ม.ค. 2025
2025-01-31 12:46:37.372,Remote unit state changed from Initializing to Online.,S1-VSP-0026,ม.ค. 2025
2025-01-31 12:46:37.355,Remote unit state changed from Connecting to Initializing.,S1-VSP-0022,ม.ค. 2025
2025-01-31 12:46:36.515,Remote unit state changed from Connecting to Initializing.,S1-VSP-0029,ม.ค. 2025
2025-01-31 12:46:36.314,Remote unit state changed from Connecting to Initializing.,S1-VSP-0027,ม.ค. 2025
