sep=,
Process time,Field change time,Element,Alias,Message,Type,RTU,Substation,Device,AOR,Region,Device type,Location,Subregion,Feeder,Note,Severity,Category,Class,Activity,Inhibit,Source,User name,Console name,Reason source,Reason ID,Voltage level [kV]
30/03/2025 18:24:50.011,30/03/2025 18:24:50.010,BPB_S,BPB_S WRL Huawei (ITEM 10),Remote unit state changed from Telemetry Failure to Online.,Event,BPB_S,BAN PONG 2,BPB_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,BAN PONG 2,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 18:24:45.892,30/03/2025 18:24:45.891,BPB_S,BPB_S WRL Huawei (ITEM 10),Remote unit state changed from Online to Telemetry Failure.,Event,BPB_S,BAN PONG 2,BPB_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,BAN PONG 2,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 05:52:08.703,30/03/2025 05:52:08.701,NOM_S,NOM_S WRL Huawei (ITEM 10),Remote unit state changed from Telemetry Failure to Online.,Event,NOM_S,NONG PLA MO,NOM_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,NONG PLA MO,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 05:52:08.685,30/03/2025 05:52:08.683,BPA_S,(ITEM 10),Remote unit state changed from Telemetry Failure to Online.,Event,BPA_S,BAN PONG 1,BPA_S,"C3-MV, C3-S1_Test, C3-Viewer",C3 MV,Remote unit,BAN PONG 1,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 05:52:05.673,30/03/2025 05:52:05.672,NOM_S,NOM_S WRL Huawei (ITEM 10),Remote unit state changed from Online to Telemetry Failure.,Event,NOM_S,NONG PLA MO,NOM_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,NONG PLA MO,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 05:52:05.648,30/03/2025 05:52:05.647,BPA_S,(ITEM 10),Remote unit state changed from Online to Telemetry Failure.,Event,BPA_S,BAN PONG 1,BPA_S,"C3-MV, C3-S1_Test, C3-Viewer",C3 MV,Remote unit,BAN PONG 1,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 03:58:03.312,30/03/2025 03:58:03.311,CAC_S,CAC_S,Remote unit state changed from Telemetry Failure to Online.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 03:57:59.273,30/03/2025 03:57:59.272,CAC_S,CAC_S,Remote unit state changed from Online to Telemetry Failure.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 03:41:49.866,30/03/2025 03:41:49.865,CAC_S,CAC_S,Remote unit state changed from Telemetry Failure to Online.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 03:41:45.847,30/03/2025 03:41:45.846,CAC_S,CAC_S,Remote unit state changed from Online to Telemetry Failure.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 01:19:37.081,30/03/2025 01:19:37.080,CAC_S,CAC_S,Remote unit state changed from Telemetry Failure to Online.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
30/03/2025 01:19:33.027,30/03/2025 01:19:33.026,CAC_S,CAC_S,Remote unit state changed from Online to Telemetry Failure.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
29/03/2025 23:19:26.240,29/03/2025 23:19:26.239,CAC_S,CAC_S,Remote unit state changed from Telemetry Failure to Online.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
29/03/2025 23:19:22.183,29/03/2025 23:19:22.182,CAC_S,CAC_S,Remote unit state changed from Online to Telemetry Failure.,Event,CAC_S,CHA AM 3,CAC_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,CHA AM 3,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
29/03/2025 22:37:51.182,29/03/2025 22:37:51.181,BPB_S,BPB_S WRL Huawei (ITEM 10),Remote unit state changed from Telemetry Failure to Online.,Event,BPB_S,BAN PONG 2,BPB_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,BAN PONG 2,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
29/03/2025 22:37:47.226,29/03/2025 22:37:47.225,BPB_S,BPB_S WRL Huawei (ITEM 10),Remote unit state changed from Online to Telemetry Failure.,Event,BPB_S,BAN PONG 2,BPB_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,BAN PONG 2,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
29/03/2025 13:45:34.413,29/03/2025 13:45:34.413,BPB_S,BPB_S WRL Huawei (ITEM 10),Remote unit state changed from Telemetry Failure to Online.,Event,BPB_S,BAN PONG 2,BPB_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,BAN PONG 2,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
29/03/2025 13:45:30.244,29/03/2025 13:45:30.242,BPB_S,BPB_S WRL Huawei (ITEM 10),Remote unit state changed from Online to Telemetry Failure.,Event,BPB_S,BAN PONG 2,BPB_S,"S1-HV, S1-MV, S1-Viewer",S1 MV,Remote unit,BAN PONG 2,,,,Trivial,,,Telemetry Alarm,None,SCADA,core\dnaApp_pcore,DC1-COR-DRT1,,,
